id,Name,Fueltype,Technology,Set,Country,Capacity,Duration,YearCommissioned,Retrofit,lat,lon,File,projectID,bus
0,Alta,Hydro,Reservoir,PP,Norway,100.0,0.0,1987.0,1987.0,69.705012,23.818703,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA1122'], 'ENTSOE': ['50WP00000000006N'], 'GEO': ['GEO45724'], 'GPD': ['GPD11499'], 'IWPDCY': ['IWPDCY227'], 'OPSD': ['OEU5366']}",6753
1,Skjomen,Hydro,Reservoir,PP,Norway,300.0,0.0,,,68.182858,17.349864,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA41924'], 'ENTSOE': ['50WP00000000633X'], 'GEO': ['GEO45731'], 'GPD': ['GPD11756'], 'IWPDCY': ['IWPDCY398'], 'OPSD': ['OEU5411', 'OEU5413', 'OEU5412']}",6725
2,Svartisen,Hydro,Reservoir,PP,Norway,600.0,0.0,1993.0,2011.0,66.728748,13.914312,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA43936'], 'ENTSOE': ['50WP00000000695B'], 'GEO': ['GEO45740'], 'GPD': ['GPD11774'], 'IWPDCY': ['IWPDCY404'], 'OPSD': ['OEU5422', 'OEU5421']}",6787
3,Aurland,Hydro,Pumped Storage,Store,Norway,270.0,0.0,1979.0,1979.0,60.903569999999995,7.201722999999999,"energy_storage_exchange, ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA2568', 'CARMA2567', 'CARMA2569'], 'ENTSOE': ['50WP00000000022P', '50WP00000000024L', '50WP00000000020T', '50WP00000000025J', '50WP00000000023N'], 'ESE': ['ESE178'], 'GPD': ['GPD11510'], 'IWPDCY': ['IWPDCY346'], 'OPSD': ['OEU5367', 'OEU5369', 'OEU5368']}",6428
4,Saurdal,Hydro,Pumped Storage,Store,Norway,640.0,0.0,1986.0,1986.0,59.49881,6.526562,"energy_storage_exchange, ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA39960'], 'ENTSOE': ['50WP00000000607Y'], 'ESE': ['ESE177'], 'GPD': ['GPD11748'], 'IWPDCY': ['IWPDCY333'], 'OPSD': ['OEU5407', 'OEU5408', 'OEU5406', 'OEU5405']}",6443
5,Żarnowiec,Hydro,Pumped Storage,Store,Poland,716.0,0.0,1983.0,2006.0,54.769765500000005,18.0466655,"energy_storage_exchange, ENTSOE, GPI","{'CARMA': ['CARMA50891'], 'ENTSOE': ['19W0000000002418'], 'ESE': ['ESE74'], 'GEO': ['GEO42483'], 'GPD': ['GPD12077'], 'OPSD': ['OEU327', 'OEU330', 'OEU329', 'OEU328']}",5479
6,Solina,Hydro,Pumped Storage,Store,Poland,200.0,0.0,1968.0,2000.0,49.395832299999995,22.460691600000004,"energy_storage_exchange, ENTSOE, GPI","{'CARMA': ['CARMA42275'], 'ENTSOE': ['19W0000000002515'], 'ESE': ['ESE73'], 'GEO': ['GEO42474'], 'GPD': ['GPD12065'], 'OPSD': ['OEU318', 'OEU315', 'OEU317', 'OEU316']}",4420
7,Seitevare,Hydro,Reservoir,PP,Sweden,225.0,0.0,1967.0,1967.0,66.976846,18.573706,"Vattenfall, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA40432'], 'ENTSOE': ['46WPU0000000033U'], 'GEO': ['GEO46254'], 'GPD': ['GPD13942'], 'IWPDCY': ['IWPDCY34'], 'OPSD': ['OEU5483']}",6793
8,Coche,Hydro,Pumped Storage,Store,France,310.0,0.0,1975.0,1975.0,45.482443599999996,6.5338785999999995,"energy_storage_exchange, RTE","{'CARMA': ['CARMA23659'], 'ENTSOE': ['17W100P100P02748'], 'ESE': ['ESE58'], 'GEO': ['GEO39819'], 'OPSD': ['OEU109']}",3535
9,Turów,Lignite,Steam Turbine,PP,Poland,1488.0,0.0,1995.0,1995.0,50.94818,14.912549999999998,"ENTSOE, GPI","{'CARMA': ['CARMA46668'], 'ENTSOE': ['19W000000000199I'], 'GEO': ['GEO40597'], 'GPD': ['GPD12067'], 'OPSD': ['OEU326', 'OEU325', 'OEU324', 'OEU321', 'OEU322', 'OEU323']}",4568
10,Vandellos,Nuclear,Steam Turbine,PP,Spain,1045.31,0.0,1987.0,1987.0,40.950367,0.8657469999999999,"Red Eléctrica de España, SEDE","{'CARMA': ['CARMA47723'], 'ENTSOE': ['18WVAN2-12345-0W'], 'GEO': ['GEO5910'], 'GPD': ['GPD13734'], 'OPSD': ['OEU4929']}",1462
11,Erzhausen,Hydro,Pumped Storage,Store,Germany,220.0,4.670000000000001,1964.0,1998.0,51.8989299,9.9261805,energy_storage_exchange,"{'CARMA': ['CARMA12680'], 'ENTSOE': ['11WD2ERZH0002682'], 'ESE': ['ESE36'], 'GEO': ['GEO44352'], 'OPSD': ['BNA0558']}",4763
12,Dychów,Hydro,Pumped Storage,Store,Poland,90.0,0.0,1936.0,2005.0,51.9863325,15.060819899999998,"energy_storage_exchange, GPI","{'CARMA': ['CARMA11576'], 'ENTSOE': ['19W000000000272Y'], 'ESE': ['ESE179'], 'GEO': ['GEO42468'], 'OPSD': ['OEU247', 'OEU248', 'OEU246']}",4570
13,Edolo,Hydro,Pumped Storage,Store,Italy,1000.0,0.0,1984.0,1985.0,46.1804266,10.3298933,"energy_storage_exchange, Terna","{'CARMA': ['CARMA11821'], 'ENTSOE': ['26WIMPI-S03EDLO9'], 'ESE': ['ESE8'], 'GEO': ['GEO43971'], 'OPSD': ['OEU1042']}",3675
14,Studstrup,Hard Coal,Steam Turbine,PP,Denmark,395.0,0.0,1984.0,1986.0,56.24895,10.34725,"ENTSOE, Energinet DK","{'CARMA': ['CARMA43481'], 'ENTSOE': ['45V0000000000148'], 'GEO': ['GEO44220'], 'GPD': ['GPD5447'], 'OPSD': ['OEU5871', 'OEU5870']}",6189
15,Goldisthal,Hydro,Pumped Storage,Store,Germany,1060.0,8.0,2003.0,2004.0,50.5,11.166666699999999,energy_storage_exchange,"{'CARMA': ['CARMA15413'], 'ENTSOE': ['11WD8GOLD1H----6'], 'ESE': ['ESE10'], 'GEO': ['GEO44336'], 'OPSD': ['BNA0350']}",4554
16,Grand'maison dam,Hydro,Pumped Storage,Store,France,1820.0,0.0,1987.0,2017.0,45.205931,6.117151,"energy_storage_exchange, RTE","{'CARMA': ['CARMA15708'], 'ENTSOE': ['17W100P100P02756'], 'ESE': ['ESE6'], 'GEO': ['GEO42969'], 'OPSD': ['OEU110']}",2293
17,Teruel,Lignite,Steam Turbine,PP,Spain,1055.77,0.0,1979.0,1980.0,40.996283,-0.38417,"Red Eléctrica de España, SEDE","{'CARMA': ['CARMA45105'], 'ENTSOE': ['18WTER2-12345-03', '18WTER3-12345-0U', '18WTER1-12345-0D'], 'GEO': ['GEO43820'], 'GPD': ['GPD13722'], 'OPSD': ['OEU4648', 'OEU4647', 'OEU4649']}",1520
18,Siersza,Hard Coal,Steam Turbine,PP,Poland,557.0,0.0,1993.0,1993.0,50.20761,19.46145,"ENTSOE, GPI","{'CARMA': ['CARMA41552'], 'ENTSOE': ['19W0000000002361'], 'GEO': ['GEO42463'], 'GPD': ['GPD12063'], 'OPSD': ['OEU314', 'OEU311', 'OEU312', 'OEU313']}",4443
19,Stalowa wola,Hard Coal,Steam Turbine,PP,Poland,250.0,0.0,,,50.55071,22.07761,"ENTSOE, GPI","{'CARMA': ['CARMA43030'], 'ENTSOE': ['19W000000000193U'], 'GEO': ['GEO42464'], 'GPD': ['GPD12066'], 'OPSD': ['OEU319', 'OEU320']}",4438
20,Simmering,CCGT,CCGT,PP,Austria,1272.0,0.0,2009.0,2009.0,48.18331,16.43375,"Wien Energie, http://www.wienenergie.at/eportal3/ep/channelView.do/pageTypeId/67831/channelId/-49066","{'CARMA': ['CARMA41674'], 'ENTSOE': ['14W-PROD-SIM---P'], 'GEO': ['GEO45176'], 'GPD': ['GPD806'], 'OPSD': ['OEU5682']}",3358
21,Herdecke,Hydro,Pumped Storage,Store,Germany,153.0,4.0,1989.0,1989.0,51.4031667,7.432837599999999,energy_storage_exchange,"{'CARMA': ['CARMA22597'], 'ENTSOE': ['11WD7KOEP2P--KWG'], 'ESE': ['ESE39'], 'GEO': ['GEO44351'], 'OPSD': ['BNA0443']}",4689
22,Rybnik,Hard Coal,Steam Turbine,PP,Poland,1790.0,0.0,2008.0,2008.0,50.13170000000001,18.52045,"ENTSOE, GPI","{'CARMA': ['CARMA38356'], 'ENTSOE': ['19W0000000001713'], 'GEO': ['GEO40607'], 'GPD': ['GPD12062'], 'OPSD': ['OEU307', 'OEU310', 'OEU308', 'OEU305', 'OEU304', 'OEU306', 'OEU309', 'OEU303']}",4382
23,Karolin,Hard Coal,Steam Turbine,PP,Poland,212.0,0.0,,,54.04883829999999,23.2837806,"ENTSOE, GPI","{'CARMA': ['CARMA35615'], 'ENTSOE': ['19W0000000000725', '19W0000000000741'], 'GEO': ['GEO42494'], 'GPD': ['GPD12045', 'GPD12044'], 'OPSD': ['OEU257', 'OEU256']}",5423
24,Połaniec,Hard Coal,Steam Turbine,PP,Poland,1657.0,0.0,,,50.43534,21.336739999999995,"ENTSOE, GPI","{'CARMA': ['CARMA35099'], 'ENTSOE': ['19W0000000001519'], 'GEO': ['GEO40656'], 'GPD': ['GPD12058'], 'OPSD': ['OEU294', 'OEU295', 'OEU293', 'OEU292', 'OEU298', 'OEU296', 'OEU297']}",4439
25,Pątnów,Lignite,Steam Turbine,PP,Poland,1718.0,0.0,,,52.30239999999999,18.23807,"ENTSOE, GPI","{'CARMA': ['CARMA33864'], 'ENTSOE': ['19W000000000142A', '19W000000000149X'], 'GEO': ['GEO40613'], 'GPD': ['GPD12061', 'GPD12060'], 'OPSD': ['OEU289', 'OEU291', 'OEU290', 'OEU286', 'OEU287', 'OEU288', 'OEU285']}",4433
26,Ostrołęka,Hard Coal,Steam Turbine,PP,Poland,681.0,0.0,2000.0,2000.0,53.10461999999999,21.613120000000002,"ENTSOE, GPI","{'CARMA': ['CARMA33009'], 'ENTSOE': ['19W0000000001349'], 'GEO': ['GEO40654'], 'GPD': ['GPD12054'], 'OPSD': ['OEU283', 'OEU284', 'OEU282']}",5480
27,Opole,Hard Coal,Steam Turbine,PP,Poland,1532.0,0.0,,,50.75066,17.88729,"ENTSOE, GPI","{'CARMA': ['CARMA32668', 'CARMA32670'], 'ENTSOE': ['19W0000000001292'], 'GEO': ['GEO42462'], 'GPD': ['GPD12053'], 'OPSD': ['OEU278', 'OEU279', 'OEU281', 'OEU280']}",4370
28,Mühleberg,Nuclear,Steam Turbine,PP,Switzerland,390.0,0.0,1972.0,1972.0,45.96917,7.269610000000001,"Swiss Federal Office of Energy, Schweizerische Eidgenossenschaft","{'CARMA': ['CARMA29733'], 'ENTSOE': ['12W-0000000057-Z'], 'GEO': ['GEO4396'], 'GPD': ['GPD14052'], 'OPSD': ['OEU1014']}",3695
29,Monteynard,Hydro,Reservoir,PP,France,366.0,0.0,1963.0,1963.0,44.96118,5.68874,"RTE Transmission Operator, RTE","{'CARMA': ['CARMA29247'], 'ENTSOE': ['17W100P100P02861'], 'GEO': ['GEO39790'], 'GPD': ['GPD6801'], 'OPSD': ['OEU148']}",2297
30,Łaziska,Hard Coal,Steam Turbine,PP,Poland,1155.0,0.0,,,50.13236,18.84039,"ENTSOE, GPI","{'CARMA': ['CARMA24720'], 'ENTSOE': ['19W0000000001195', '19W000000000116B'], 'GEO': ['GEO40600'], 'GPD': ['GPD12076', 'GPD12075'], 'OPSD': ['OEU273', 'OEU276', 'OEU275', 'OEU272', 'OEU274', 'OEU277']}",4384
31,Łagisza,Hard Coal,Steam Turbine,PP,Poland,700.0,0.0,,,50.34965,19.14101,"ENTSOE, GPI","{'CARMA': ['CARMA24056'], 'ENTSOE': ['19W000000000111L'], 'GEO': ['GEO40598', 'GEO40599'], 'GPD': ['GPD12074'], 'OPSD': ['OEU270', 'OEU269', 'OEU271']}",4441
32,Häusling,Hydro,Pumped Storage,Store,Austria,360.0,0.0,1988.0,1988.0,47.14584,11.96699,"energy_storage_exchange, https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke","{'CARMA': ['CARMA17147'], 'ENTSOE': ['14W-TZH-KW-----7'], 'ESE': ['ESE127'], 'GEO': ['GEO45046'], 'OPSD': ['OEU5732']}",3336
33,Markersbach,Hydro,Pumped Storage,Store,Germany,1050.0,4.0,1979.0,1980.0,50.53528,12.864104600000001,energy_storage_exchange,"{'CARMA': ['CARMA27280'], 'ENTSOE': ['11WD8MARK1H----7'], 'ESE': ['ESE12'], 'GEO': ['GEO44337'], 'OPSD': ['BNA0652']}",4508
34,Malta main,Hydro,Pumped Storage,Store,Austria,730.0,0.0,1978.0,1979.0,46.872409999999995,13.326529999999998,"energy_storage_exchange, https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke","{'CARMA': ['CARMA26838'], 'ENTSOE': ['14W-DMH-KW-----9'], 'ESE': ['ESE125'], 'GEO': ['GEO44815'], 'OPSD': ['OEU5757']}",3351
35,Jukla plants,Hydro,Pumped Storage,Store,Norway,40.0,0.0,1974.0,1974.0,59.9361331,5.9955943,"energy_storage_exchange, ENTSOE, IWPDCY.csv","{'CARMA': ['CARMA20619'], 'ENTSOE': ['50WPI00000003295'], 'ESE': ['ESE175'], 'GPD': ['GPD11654'], 'IWPDCY': ['IWPDCY327']}",6438
36,Belmeken,Hydro,Pumped Storage,Store,Bulgaria,104.0,0.0,1974.0,1974.0,42.1666667,23.8,"energy_storage_exchange, ENTSOE","{'CARMA': ['CARMA3973'], 'ENTSOE': ['32W001100100070H'], 'ESE': ['ESE123'], 'GEO': ['GEO42173'], 'GPD': ['GPD3398']}",1965
37,Chaira,Hydro,Pumped Storage,Store,Bulgaria,788.0,8.5,1995.0,1995.0,42.1927654,24.3335662,"energy_storage_exchange, ENTSOE","{'CARMA': ['CARMA7793'], 'ENTSOE': ['32W0011001000692'], 'ESE': ['ESE122'], 'GEO': ['GEO42172'], 'GPD': ['GPD3399']}",1966
38,Salamonde,Hydro,Pumped Storage,Store,Portugal,211.0,0.0,1953.0,2015.0,41.689966999999996,-8.092345,"energy_storage_exchange, Energias Endogenas de Portugal","{'CARMA': ['CARMA38814'], 'ENTSOE': ['16WSALAM2------Z'], 'ESE': ['ESE268'], 'GEO': ['GEO43544'], 'GPD': ['GPD12410']}",2786
39,Sfikia,Hydro,Pumped Storage,Store,Greece,315.0,0.0,1985.0,1985.0,40.3856573,22.2113777,"energy_storage_exchange, Global Reservoir and Dam Database","{'CARMA': ['CARMA40775'], 'ENTSOE': ['29WYISSFIKIAS--8'], 'ESE': ['ESE171'], 'GEO': ['GEO42802'], 'GPD': ['GPD8851']}",1308
40,Żydowo,Hydro,Pumped Storage,Store,Poland,156.0,0.0,1971.0,1971.0,54.0216713,16.7385445,"energy_storage_exchange, GPI","{'CARMA': ['CARMA51126'], 'ENTSOE': ['19W0000000002426'], 'ESE': ['ESE75'], 'GEO': ['GEO42470'], 'OPSD': ['OEU332', 'OEU333', 'OEU331']}",5568
41,Waldeck,Hydro,Pumped Storage,Store,Germany,620.0,6.3187096774193545,1931.0,2010.0,51.1624468,9.064572,energy_storage_exchange,"{'CARMA': ['CARMA48779'], 'ENTSOE': ['11WD2W2--0002757'], 'ESE': ['ESE49', 'ESE50'], 'GEO': ['GEO44356', 'GEO44355'], 'OPSD': ['BNA0229', 'BNA0228']}",4738
42,Vianden,Hydro,Pumped Storage,Store,Luxembourg,1291.0,0.0,1962.0,2015.0,49.9341924,6.2019917,energy_storage_exchange,"{'CARMA': ['CARMA48071'], 'ENTSOE': ['11WD72VIA2H-KW-0'], 'ESE': ['ESE15'], 'GEO': ['GEO45216'], 'OPSD': ['BNA1675', 'BNA0981', 'BNA0978', 'BNA0982', 'BNA0983', 'BNA0979', 'BNA0984', 'BNA0980', 'BNA0985', 'BNA0986', 'BNA0987']}",4800
43,Roßhag,Hydro,Pumped Storage,Store,Austria,231.0,0.0,1972.0,1972.0,47.086791399999996,11.7738871,"energy_storage_exchange, https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke","{'CARMA': ['CARMA38019'], 'ENTSOE': ['14W-TZR-KW-----I'], 'ESE': ['ESE128'], 'GEO': ['GEO45043'], 'OPSD': ['OEU5787']}",3336
44,Roncovalgrande lago delio,Hydro,Pumped Storage,Store,Italy,1000.0,0.0,1973.0,1973.0,46.003375399999996,8.687577099999999,"energy_storage_exchange, Terna","{'CARMA': ['CARMA37903'], 'ENTSOE': ['26WIMPI-S03RNCVS'], 'ESE': ['ESE16'], 'GEO': ['GEO45431'], 'OPSD': ['OEU1048']}",3651
45,Revin,Hydro,Pumped Storage,Store,France,800.0,0.0,1976.0,1976.0,49.9218041,4.6036679000000005,"energy_storage_exchange, RTE","{'CARMA': ['CARMA37152'], 'ENTSOE': ['17W100P100P02780'], 'ESE': ['ESE55'], 'GEO': ['GEO39715', 'GEO45157'], 'OPSD': ['OEU112']}",4970
46,Domenico cimarosa presenzano,Hydro,Pumped Storage,Store,Italy,1000.0,0.0,1991.0,1991.0,41.3766245,14.088517000000001,"energy_storage_exchange, Terna","{'CARMA': ['CARMA35733'], 'ENTSOE': ['26WIMPI-S15PRSN8'], 'ESE': ['ESE17'], 'GEO': ['GEO45430'], 'OPSD': ['OEU1120']}",2225
47,Le pouget,Hydro,Pumped Storage,Store,France,445.0,0.0,1951.0,1983.0,44.059565,2.768856,"energy_storage_exchange, RTE","{'CARMA': ['CARMA35556', 'CARMA24759'], 'ENTSOE': ['17W100P100P0290A'], 'ESE': ['ESE52'], 'GEO': ['GEO39723'], 'OPSD': ['OEU152']}",2430
48,Malta upper,Hydro,Pumped Storage,Store,Austria,120.0,0.0,1979.0,1979.0,47.0791667,13.339166699999998,"energy_storage_exchange, https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke","{'CARMA': ['CARMA26839'], 'ENTSOE': ['14W-DMO-KW-----D'], 'ESE': ['ESE130'], 'GEO': ['GEO44814'], 'OPSD': ['OEU5758']}",3351
49,Porabka zar,Hydro,Pumped Storage,Store,Poland,500.0,4.0,1953.0,1998.0,49.7704966,19.211663100000003,"energy_storage_exchange, GPI","{'CARMA': ['CARMA35310', 'CARMA35311'], 'ENTSOE': ['19W000000000247X'], 'ESE': ['ESE181'], 'GEO': ['GEO42472', 'GEO42466'], 'OPSD': ['OEU301', 'OEU302', 'OEU299', 'OEU300']}",4389
50,Montézic,Hydro,Pumped Storage,Store,France,910.0,0.0,1982.0,1982.0,44.709426,2.640329,"energy_storage_exchange, RTE","{'CARMA': ['CARMA29248'], 'ENTSOE': ['17W100P100P02772'], 'ESE': ['ESE54'], 'GEO': ['GEO42240'], 'OPSD': ['OEU111']}",2439
51,Vargfors,Hydro,Reservoir,PP,Sweden,131.0,0.0,1961.0,2009.0,65.0178502,19.6899033,"Vattenfall, IWPDCY.csv","{'CARMA': ['CARMA47780'], 'ENTSOE': ['46WPU0000000040X'], 'GEO': ['GEO46255'], 'GPD': ['GPD13972'], 'IWPDCY': ['IWPDCY214']}",6674
52,Batsvann,Hydro,Pumped Storage,PP,Norway,38.0,0.0,,,66.66830666666667,15.394306666666665,"ENTSOE, IWPDCY.csv","{'CARMA': ['CARMA3568'], 'ENTSOE': ['50WP00000000096X'], 'GEO': ['GEO45732'], 'GPD': ['GPD11513'], 'IWPDCY': ['IWPDCY321']}",6736
53,Pont ventoux susa,Hydro,Pumped Storage,Store,Italy,158.0,0.0,2005.0,2005.0,45.139117,6.965528,"energy_storage_exchange, TERNA, Terna","{'CARMA': ['CARMA65743'], 'ENTSOE': ['26WIMPI-S01VNSE6'], 'ESE': ['ESE335'], 'GPD': ['GPD10396'], 'OPSD': ['OEU1034']}",2325
54,Tanes,Hydro,Pumped Storage,Store,Spain,133.0,0.0,1978.0,1978.0,43.2504393,-5.9832577,"energy_storage_exchange, Red Eléctrica de España, SEDE","{'CARMA': ['CARMA44480'], 'ENTSOE': ['18WTANB-12345-05'], 'ESE': ['ESE215'], 'GPD': ['GPD13714'], 'OPSD': ['OEU4172', 'OEU4171']}",2843
55,Taloro,Hydro,Pumped Storage,Store,Italy,240.0,0.0,1978.0,1978.0,40.0948744,9.1618871,"energy_storage_exchange, TERNA, Terna","{'CARMA': ['CARMA44388'], 'ENTSOE': ['26WIMPI-T20TLRAJ'], 'ESE': ['ESE226'], 'GPD': ['GPD10368'], 'OPSD': ['OEU1156']}",1388
56,Guillena,Hydro,Pumped Storage,Store,Spain,215.0,0.0,1973.0,1973.0,37.5429955,-6.0568552,"energy_storage_exchange, Red Eléctrica de España, SEDE","{'CARMA': ['CARMA16238'], 'ENTSOE': ['18WGUIG-12345-0D', '18WGUIB-12345-0Q'], 'ESE': ['ESE210'], 'GPD': ['GPD13275'], 'OPSD': ['OEU4730', 'OEU4731', 'OEU4732']}",1837
57,Muela,Hydro,Pumped Storage,Store,Spain,2000.0,0.0,1989.0,2013.0,39.2408334,-0.9429902,"energy_storage_exchange, Red Eléctrica de España, SEDE","{'CARMA': ['CARMA9449'], 'ENTSOE': ['18WMUEL-12345-03', '18WMUEB-12345-0T', '18WMUELP-12345-D'], 'ESE': ['ESE120'], 'GPD': ['GPD13318', 'GPD13290'], 'OPSD': ['OEU5124', 'OEU5122', 'OEU3252', 'OEU5123', 'OEU5121', 'OEU4336', 'OEU4338', 'OEU4337']}",1539
58,Aguayo,Hydro,Pumped Storage,Store,Spain,360.0,0.0,1982.0,1983.0,43.092929,-4.0152019999999995,"energy_storage_exchange, Red Eléctrica de España, SEDE","{'CARMA': ['CARMA446'], 'ENTSOE': ['18WAGUB-12345-0T', '18WAGUG-12345-0G'], 'ESE': ['ESE78'], 'GPD': ['GPD13136'], 'OPSD': ['OEU4564', 'OEU4566', 'OEU4565', 'OEU4567']}",2652
59,Kozienice,Hard Coal,Steam Turbine,PP,Poland,4016.0,0.0,2017.0,,51.66456,21.463788,"ENTSOE, GPI","{'CARMA': ['CARMA22994'], 'ENTSOE': ['19W000000000104I', '19W000000000095U'], 'GEO': ['GEO40653'], 'GPD': ['GPD12049', 'GPD12048'], 'OPSD': ['OEU261', 'OEU259', 'OEU267', 'OEU260', 'OEU262', 'OEU266', 'OEU263', 'OEU264', 'OEU258', 'OEU265', 'OEU268']}",4436
60,Lada,Hard Coal,Steam Turbine,PP,Spain,347.7,0.0,1981.0,2007.0,43.308109,-5.700787999999998,"Red Eléctrica de España, SEDE","{'CARMA': ['CARMA24008'], 'ENTSOE': ['18WLAD4-12345-0U'], 'GEO': ['GEO43832'], 'GPD': ['GPD13223'], 'OPSD': ['OEU4559']}",2705
61,Skærbæk,OCGT,Steam Turbine,PP,Denmark,430.0,0.0,1997.0,1997.0,55.51132,9.61331,"ENTSOE, Energinet DK","{'CARMA': ['CARMA41847'], 'ENTSOE': ['45V000000000010G'], 'GEO': ['GEO44237'], 'GPD': ['GPD5443'], 'OPSD': ['OEU5869']}",5622
62,Jaworzno,Hard Coal,Steam Turbine,PP,Poland,1345.0,0.0,1997.0,1999.0,50.21356,19.2287,"ENTSOE, GPI","{'CARMA': ['CARMA20139', 'CARMA20140'], 'ENTSOE': ['19W0000000000628', '19W0000000000636'], 'GEO': ['GEO40602', 'GEO40601'], 'GPD': ['GPD12042', 'GPD12043'], 'OPSD': ['OEU255', 'OEU250', 'OEU251', 'OEU252', 'OEU254', 'OEU253']}",4379
63,Oksla,Hydro,Reservoir,PP,Norway,220.0,0.0,,,60.121184,6.556201,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA32381'], 'ENTSOE': ['50WP000000005330'], 'GPD': ['GPD11730'], 'IWPDCY': ['IWPDCY288'], 'OPSD': ['OEU5400']}",6484
64,Letsi,Hydro,Reservoir,PP,Sweden,435.0,0.0,1967.0,1967.0,66.503203,20.380167,"IWPDCY.csv, Nordpool","{'CARMA': ['CARMA25060'], 'ENTSOE': ['46WPU0000000035Q'], 'GEO': ['GEO44343'], 'IWPDCY': ['IWPDCY130'], 'OPSD': ['OEU5465', 'OEU5463', 'OEU5464']}",6764
65,Kobbelv,Hydro,Reservoir,PP,Norway,300.0,0.0,,,67.62385,15.990489000000002,"IWPDCY.csv, Nordpool","{'CARMA': ['CARMA22543'], 'ENTSOE': ['50WP00000000366U'], 'GEO': ['GEO45734'], 'IWPDCY': ['IWPDCY269'], 'OPSD': ['OEU5385', 'OEU5386']}",6736
66,Harsprånget,Hydro,Reservoir,PP,Sweden,855.0,0.0,1951.0,1951.0,66.88530899999999,19.818399,"IWPDCY.csv, Nordpool","{'CARMA': ['CARMA16998'], 'ENTSOE': ['46WPU0000000029L'], 'GEO': ['GEO42916'], 'IWPDCY': ['IWPDCY9'], 'OPSD': ['OEU5459', 'OEU5458', 'OEU5457', 'OEU5456']}",6764
67,Gallejaur,Hydro,Reservoir,PP,Sweden,214.0,0.0,1964.0,1964.0,65.127297,19.467367000000007,"IWPDCY.csv, Nordpool","{'CARMA': ['CARMA14493'], 'ENTSOE': ['46WPU0000000039I'], 'GEO': ['GEO46248'], 'IWPDCY': ['IWPDCY77'], 'OPSD': ['OEU5455', 'OEU5454']}",6674
68,Bastusel,Hydro,Reservoir,PP,Sweden,100.0,0.0,1972.0,1972.0,65.40360600000001,18.673154,"IWPDCY.csv, Nordpool","{'CARMA': ['CARMA3521'], 'ENTSOE': ['46WPU0000000038K'], 'GEO': ['GEO46253'], 'IWPDCY': ['IWPDCY56'], 'OPSD': ['OEU5449']}",6674
69,Vinje,Hydro,Reservoir,PP,Norway,309.0,0.0,,,59.61641,7.856513,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA48338'], 'ENTSOE': ['50WP00000000822U'], 'GPD': ['GPD11800'], 'IWPDCY': ['IWPDCY416'], 'OPSD': ['OEU5444', 'OEU5443', 'OEU5445']}",6428
70,Vamma,Hydro,Reservoir,PP,Norway,105.0,0.0,,,59.542616,11.170011,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA47696'], 'ENTSOE': ['50WP000000007957'], 'GPD': ['GPD11796'], 'IWPDCY': ['IWPDCY414'], 'OPSD': ['OEU5440']}",6374
71,Tonstad,Hydro,Reservoir,PP,Norway,960.0,0.0,,,58.65928100000001,6.717194000000001,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA45858'], 'ENTSOE': ['50WP00000000747I'], 'GPD': ['GPD11785'], 'IWPDCY': ['IWPDCY409'], 'OPSD': ['OEU5434', 'OEU5432', 'OEU5431', 'OEU5433', 'OEU5430']}",6207
72,Sundsbarm,Hydro,Reservoir,PP,Norway,110.0,0.0,,,59.497689,8.634745,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA43736'], 'ENTSOE': ['50WP00000000687A'], 'GPD': ['GPD11772'], 'IWPDCY': ['IWPDCY300'], 'OPSD': ['OEU5420']}",6430
73,Sy sima,Hydro,Reservoir,PP,Norway,620.0,0.0,,,60.497875,7.144529,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA41660'], 'ENTSOE': ['50WP000000008791'], 'GPD': ['GPD11779'], 'IWPDCY': ['IWPDCY397'], 'OPSD': ['OEU5424', 'OEU5423']}",6428
74,Rana,Hydro,Reservoir,PP,Norway,500.0,0.0,,,66.28626700000001,14.284172,"ENTSOE, IWPDCY.csv, Nordpool","{'CARMA': ['CARMA36575'], 'ENTSOE': ['50WP00000000552X'], 'GPD': ['GPD11739'], 'IWPDCY': ['IWPDCY388'], 'OPSD': ['OEU5401', 'OEU5402', 'OEU5404', 'OEU5403']}",6787
