id,Name,Fueltype,Technology,Set,Country,Capacity,Duration,YearCommissioned,Retrofit,lat,lon,File,projectID,bus
2505,Garsten st. ulrich,Hydro,Run-Of-River,PP,Austria,38.0,0.0,1967.0,1967.0,48.018488,14.411714000000002,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA14685'], 'OPSD': ['OEU5720']}",3354
2506,Francia,Hydro,,PP,Spain,0.55,0.0,,,40.492644,-6.053272,SEDE,"{'CARMA': ['CARMA37440'], 'OPSD': ['OEU1574']}",1810
2507,Fragoso,Hydro,,PP,Spain,4.0,0.0,,,41.9833333,-8.0333333,SEDE,"{'CARMA': ['CARMA59686'], 'OPSD': ['OEU3486']}",2801
2508,Rivaz le forestay,Hydro,Run-Of-River,PP,Switzerland,0.73,0.0,2014.0,2014.0,46.474642528800004,6.7777090475,BFE,"{'CARMA': ['CARMA25012'], 'OPSD': ['OEU918']}",3700
2509,Reduc. fonz,Bioenergy,,PP,Spain,7.4,0.0,2006.0,2006.0,42.0101471732879,0.258779525756836,SEDE,"{'CARMA': ['CARMA13699'], 'OPSD': ['OEU3173']}",2503
2510,Feldkirchen,Hydro,Run-Of-River,PP,Germany,38.2,0.0,1970.0,1970.0,47.96092,12.1561,,"{'CARMA': ['CARMA13249'], 'OPSD': ['BNA0854']}",3304
2511,Ferrera,Hydro,Run-Of-River,PP,Switzerland,4.23,0.0,1999.0,1999.0,46.7435050176,8.986493632,BFE,"{'CARMA': ['CARMA13342'], 'OPSD': ['OEU363']}",3748
2512,Ferreras,Hydro,,PP,Spain,2.934,0.0,2005.0,2006.0,42.95,-5.3166667,SEDE,"{'CARMA': ['CARMA13345'], 'OPSD': ['OEU1924', 'OEU3219']}",2613
2513,Fertimolina,OCGT,,PP,Spain,10.0,0.0,2000.0,2000.0,40.843575,-1.887616,SEDE,"{'CARMA': ['CARMA13354'], 'OPSD': ['OEU3059']}",1635
2514,Fervencia,Hydro,,PP,Spain,0.128,0.0,1921.0,1921.0,43.212995637374895,-8.69104385375977,SEDE,"{'CARMA': ['CARMA13355'], 'OPSD': ['OEU5063']}",2849
2515,Fiesch,Hydro,Run-Of-River,PP,Switzerland,67.1,0.0,1999.0,2012.0,46.41127389435,8.1376256671,BFE,"{'CARMA': ['CARMA13394'], 'OPSD': ['OEU783', 'OEU782']}",3802
2516,Filisur,Hydro,Run-Of-River,PP,Switzerland,65.0,0.0,2002.0,2002.0,46.6698919694,9.6892026356,BFE,"{'CARMA': ['CARMA13418'], 'OPSD': ['OEU396']}",3781
2517,St. fillans,Hydro,,PP,United Kingdom,16.83,0.0,1957.0,1957.0,56.457541000000006,-4.242575,GOV,"{'CARMA': ['CARMA42827'], 'OPSD': ['OEU5237']}",6221
2518,Finlarig,Hydro,,PP,United Kingdom,16.5,0.0,1955.0,1955.0,56.481747,-4.298421,GOV,"{'CARMA': ['CARMA13450'], 'OPSD': ['OEU5231']}",6221
2519,Finlayson ve,Hydro,,PP,Finland,4.19,0.0,,,61.49911321408361,23.7871170043945,EnergyAuthority,"{'CARMA': ['CARMA13451'], 'OPSD': ['OEU1177']}",6312
2520,Fionnay mauvoisin,Hydro,Reservoir,PP,Switzerland,140.0,0.0,1992.0,1992.0,46.03040472520001,7.3079525499,BFE,"{'CARMA': ['CARMA13467'], 'OPSD': ['OEU864']}",3695
2521,Fisching,Hydro,Run-Of-River,PP,Austria,22.0,0.0,1994.0,1994.0,47.1743,14.723143,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA13481'], 'OPSD': ['OEU5716']}",3360
2522,Flecha,Hydro,,PP,Spain,5.3839999999999995,0.0,1998.0,1998.0,40.980389,-5.57362,SEDE,"{'CARMA': ['CARMA23704'], 'OPSD': ['OEU2430', 'OEU2582', 'OEU3512']}",1509
2523,Fl,Hard Coal,CCGT,CHP,Germany,89.0,0.0,1985.0,1992.0,54.80495,9.43244,,"{'CARMA': ['CARMA13570'], 'OPSD': ['BNA0272', 'BNA0270', 'BNA0271']}",5696
2524,Florida,Hydro,,PP,Spain,7.48,0.0,1952.0,1957.0,43.337651,-6.414516000000001,SEDE,"{'CARMA': ['CARMA23706'], 'OPSD': ['OEU4147', 'OEU4146', 'OEU4145']}",2866
2525,Bmkw flörsheim wicker,Bioenergy,Steam Turbine,PP,Germany,12.6,0.0,2003.0,2003.0,50.022602,8.377208999999999,,"{'CARMA': ['CARMA13617'], 'OPSD': ['BNA0277']}",4618
2526,Flumenthal,Hydro,Run-Of-River,PP,Switzerland,23.4,0.0,2009.0,2009.0,47.2291069149,7.5899516862,BFE,"{'CARMA': ['CARMA13625'], 'OPSD': ['OEU607']}",3723
2527,Tobermory,Hydro,,PP,United Kingdom,0.28,0.0,1954.0,1954.0,56.620702,-6.070343,GOV,"{'CARMA': ['CARMA13636'], 'OPSD': ['OEU5308']}",6230
2528,Ganados fompedraza,OCGT,,PP,Spain,4.074,0.0,,,41.535408,-4.1448269999999985,SEDE,"{'CARMA': ['CARMA13660'], 'OPSD': ['OEU2646']}",2707
2529,Rapida fontanar,Hydro,,PP,Spain,29.505,0.0,,,40.72466,-3.173092,SEDE,"{'CARMA': ['CARMA51812', 'CARMA13686', 'CARMA13687'], 'OPSD': ['OEU2291', 'OEU2032', 'OEU3274']}",1645
2530,Fontseca,Hydro,,PP,Spain,0.31,0.0,,,42.760651,-6.654826,SEDE,"{'CARMA': ['CARMA13695'], 'OPSD': ['OEU2401']}",2840
2531,Geisling,Hydro,Run-Of-River,PP,Germany,25.0,0.0,1985.0,1985.0,48.974806,12.344002,,"{'CARMA': ['CARMA14827', 'CARMA14830'], 'OPSD': ['BNA0795']}",3317
2532,Saxettal geissbrunnen,Hydro,Run-Of-River,PP,Switzerland,0.48,0.0,1999.0,1999.0,46.6283781404,7.8299775710000015,,"{'CARMA': ['CARMA14836'], 'OPSD': ['OEU528']}",3728
2533,Gelsa,Hydro,,PP,Spain,5.7360000000000015,0.0,,,41.407662,-0.461576,SEDE,"{'CARMA': ['CARMA14858'], 'OPSD': ['OEU3093']}",2620
2534,Goule,Hydro,Run-Of-River,PP,Switzerland,5.6,0.0,1958.0,1958.0,47.2287001901,6.928538355700001,  ,"{'CARMA': ['CARMA23723'], 'OPSD': ['OEU930']}",3717
2535,Grado,Hydro,,PP,Spain,44.17,0.0,1967.0,1968.0,42.15191,0.222472,SEDE,"{'CARMA': ['CARMA15636'], 'OPSD': ['OEU4725', 'OEU4724', 'OEU4726', 'OEU4723']}",2397
2536,Grain,Oil,,PP,United Kingdom,56.0,0.0,1978.0,1978.0,51.445227,0.715005,GOV,"{'CARMA': ['CARMA15651', 'CARMA15652'], 'OPSD': ['OEU5353']}",5041
2537,Gralla,Hydro,Run-Of-River,PP,Austria,15.0,0.0,2012.0,2012.0,46.828285,15.566222,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA15656'], 'OPSD': ['OEU5724']}",3362
2538,Great yarmouth,CCGT,CCGT,PP,United Kingdom,420.0,0.0,2001.0,2001.0,52.584075,1.7336470000000002,GOV,"{'CARMA': ['CARMA15806'], 'OPSD': ['OEU5212']}",5742
2539,Pilkington greengate *,OCGT,,PP,United Kingdom,10.0,0.0,1998.0,1998.0,53.442988,-2.739958,GOV,"{'CARMA': ['CARMA15859'], 'OPSD': ['OEU5337']}",5778
2540,Grenzach wyhlen,OCGT,Steam Turbine,PP,Germany,40.0,0.0,2004.0,2004.0,47.53971,7.706923,,"{'CARMA': ['CARMA15898'], 'OPSD': ['BNA0361']}",3456
2541,Grono,Hydro,Run-Of-River,PP,Switzerland,37.5,0.0,1965.0,1965.0,46.2420119954,9.1535200044,BFE,"{'CARMA': ['CARMA16001'], 'OPSD': ['OEU954']}",3822
2542,Grossbach,Hydro,Run-Of-River,PP,Switzerland,0.7,0.0,1993.0,1993.0,47.0258051067,9.441610965599999,,"{'CARMA': ['CARMA60970'], 'OPSD': ['OEU424']}",3688
2543,Großraming,Hydro,Run-Of-River,PP,Austria,72.0,0.0,1950.0,1950.0,47.892954,14.512341,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA16048'], 'OPSD': ['OEU5729']}",3354
2544,Gsteig,Hydro,Run-Of-River,PP,Switzerland,0.72,0.0,2015.0,2015.0,46.385228089499996,7.2686142561,BFE,"{'CARMA': ['CARMA16097'], 'OPSD': ['OEU557']}",3703
2545,Sepiolsa,OCGT,,PP,Spain,5.2,0.0,1996.0,1996.0,40.6333333,-3.1666667,SEDE,"{'CARMA': ['CARMA16115'], 'OPSD': ['OEU2814']}",1645
2546,Guadalmellato,Hydro,,PP,Spain,5.12,0.0,1963.0,1963.0,38.026735,-4.522314,SEDE,"{'CARMA': ['CARMA16120'], 'OPSD': ['OEU4728']}",1488
2547,Guadalen,Hydro,,PP,Spain,22.88,0.0,1959.0,1999.0,38.311867,-3.042194,SEDE,"{'CARMA': ['CARMA16121'], 'OPSD': ['OEU4727', 'OEU2085', 'OEU4729']}",1612
2548,Aceitera guadalquivir,OCGT,,PP,Spain,16.352999999999998,0.0,,,37.382408,-5.976133,SEDE,"{'CARMA': ['CARMA16122'], 'OPSD': ['OEU1651', 'OEU2548']}",1793
2549,Hiroelectrica guarda,Hydro,,PP,Spain,1.236,0.0,1970.0,1994.0,37.768801,-1.5022879999999998,SEDE,"{'CARMA': ['CARMA12084'], 'OPSD': ['OEU3254', 'OEU2209']}",1593
2550,Productora guadalfeo,Hydro,,PP,Spain,0.502,0.0,1999.0,1999.0,41.6833333,1.7666667,SEDE,"{'CARMA': ['CARMA16181'], 'OPSD': ['OEU1644']}",2561
2551,Guimil,Hydro,,PP,Spain,2.975,0.0,1984.0,1984.0,43.04944,-8.729122,SEDE,"{'CARMA': ['CARMA16247'], 'OPSD': ['OEU5026', 'OEU5025']}",2870
2552,Guissona lerida,Oil,,PP,Spain,6.88,0.0,,,41.7833333,1.3,SEDE,"{'CARMA': ['CARMA16251'], 'OPSD': ['OEU1807']}",2564
2553,Gummering,Hydro,Run-Of-River,PP,Germany,14.8,0.0,1957.0,1957.0,48.622456,12.398037,,"{'CARMA': ['CARMA16292'], 'OPSD': ['BNA1219']}",3319
2554,Gunggl,Hydro,Run-Of-River,PP,Austria,4.0,0.0,1992.0,1992.0,47.09048,11.792702,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA16309'], 'OPSD': ['OEU5731']}",3336
2555,Kwk gütersloh,Bioenergy,Steam Turbine,PP,Germany,12.1,0.0,2001.0,2001.0,51.91537,8.400310000000001,,"{'CARMA': ['CARMA16368'], 'OPSD': ['BNA0385']}",4746
2556,Göttingen,OCGT,Steam Turbine,CHP,Germany,18.8,0.0,1998.0,1998.0,51.55337,9.93374,,"{'CARMA': ['CARMA17945'], 'OPSD': ['BNA0354']}",4762
2557,Industriepark werk gendorf,OCGT,Steam Turbine,PP,Germany,62.0,0.0,2002.0,2002.0,48.17679,12.73056,,"{'CARMA': ['CARMA14877'], 'OPSD': ['BNA0174']}",3318
2558,Gotera,Hydro,,PP,Spain,0.5,0.0,1946.0,1946.0,40.388538,-4.667471,SEDE,"{'CARMA': ['CARMA23722'], 'OPSD': ['OEU4328']}",1648
2559,St. georgen,Hydro,Run-Of-River,PP,Austria,6.0,0.0,1985.0,1985.0,47.104453,14.087593,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA42836'], 'OPSD': ['OEU5795']}",3352
2560,Gera nord,OCGT,Steam Turbine,CHP,Germany,74.0,0.0,1996.0,1996.0,50.9076,12.06102,,"{'CARMA': ['CARMA58847'], 'OPSD': ['BNA0343']}",4513
2561,Gerlafingen,Hydro,Run-Of-River,PP,Switzerland,0.5,0.0,1995.0,1995.0,47.1558500995,7.5447799790999985,BFE,"{'CARMA': ['CARMA52949'], 'OPSD': ['OEU602']}",3724
2562,Relcamp,OCGT,,PP,Spain,3.68,0.0,,,41.607966242103,2.2877311706543,SEDE,"{'CARMA': ['CARMA14971'], 'OPSD': ['OEU2486']}",2548
2563,Gestalgar,Hydro,,PP,Spain,0.82,0.0,1952.0,1952.0,39.6,-0.8333333,SEDE,"{'CARMA': ['CARMA14998'], 'OPSD': ['OEU4246']}",1547
2564,Giessen,Hydro,Run-Of-River,PP,Switzerland,1.9,0.0,2001.0,2001.0,47.2178452198,9.2093925919,BFE,"{'CARMA': ['CARMA60986'], 'OPSD': ['OEU442']}",3798
2565,Giessbach,Hydro,Run-Of-River,PP,Switzerland,0.9,0.0,2005.0,2005.0,46.7344427309,8.0188876439,BFE,"{'CARMA': ['CARMA57562'], 'OPSD': ['OEU524']}",3728
2566,Gisla,Hydro,,PP,United Kingdom,0.65,0.0,1960.0,1960.0,58.122669,-6.934258,GOV,"{'CARMA': ['CARMA15163'], 'OPSD': ['OEU5299']}",6230
2567,Giumaglio,Hydro,Run-Of-River,PP,Switzerland,8.94,0.0,1967.0,1967.0,46.2824127218,8.6697188341,BFE,"{'CARMA': ['CARMA42305'], 'OPSD': ['OEU969']}",3758
2568,Glanford,Bioenergy,,PP,United Kingdom,14.0,0.0,1993.0,1993.0,53.62276800000001,-0.700579,GOV,"{'CARMA': ['CARMA15218'], 'OPSD': ['OEU5170']}",5843
2569,Holenstein wehrkraftw. glarus,Hydro,Run-Of-River,PP,Switzerland,1.68,0.0,1964.0,2016.0,46.7360930283,9.7758686538,BFE,"{'CARMA': ['CARMA15222'], 'OPSD': ['OEU395', 'OEU722']}",3781
2570,Glen tarbert,Hydro,,PP,United Kingdom,0.85,0.0,2000.0,2000.0,56.688026,-5.486661,GOV,"{'CARMA': ['CARMA15257'], 'OPSD': ['OEU5189']}",6230
2571,Glenlee,Hydro,,PP,United Kingdom,24.0,0.0,1935.0,1935.0,55.099977,-4.186353,GOV,"{'CARMA': ['CARMA15276'], 'OPSD': ['OEU5328']}",5768
2572,Glenmoriston,Hydro,,PP,United Kingdom,37.0,0.0,1957.0,1957.0,57.201652,-4.720786,GOV,"{'CARMA': ['CARMA15280'], 'OPSD': ['OEU5252']}",6245
2573,Murg gödis,Hydro,Run-Of-River,PP,Switzerland,2.8,0.0,1990.0,1990.0,47.1084484412,9.214736311900001,BFE,"{'CARMA': ['CARMA15352'], 'OPSD': ['OEU741']}",3793
2574,Gösgen,Hydro,Run-Of-River,PP,Switzerland,51.3,0.0,2000.0,2000.0,47.3694251427,7.979454655,BFE,"{'CARMA': ['CARMA15365'], 'OPSD': ['OEU614']}",3736
2575,Goizueta,Hydro,,PP,Spain,2.45,0.0,,,43.171868,-1.864113,SEDE,"{'CARMA': ['CARMA15378'], 'OPSD': ['OEU1665']}",2665
2576,Gomez ulla,OCGT,,PP,Spain,5.8144,0.0,2003.0,2003.0,40.41650209415021,-3.70256423950195,SEDE,"{'CARMA': ['CARMA63287'], 'OPSD': ['OEU2475']}",1676
2577,Gomil,Hydro,,PP,Spain,9.0,0.0,2004.0,2004.0,42.880524123434,-8.545689582824709,SEDE,"{'CARMA': ['CARMA59687'], 'OPSD': ['OEU1707']}",2804
2578,Gomez rodulfo,Hydro,,PP,Spain,0.5760000000000001,0.0,,,39.3666667,-2.1333333,SEDE,"{'CARMA': ['CARMA23720'], 'OPSD': ['OEU1821']}",1525
2579,Göschenen unterdorf,Hydro,Run-Of-River,PP,Switzerland,1.62,0.0,1969.0,1969.0,46.667819153500005,8.5846703597,BFE,"{'CARMA': ['CARMA15546', 'CARMA61008'], 'OPSD': ['OEU631']}",3760
2580,Fätschbach,Hydro,Run-Of-River,PP,Switzerland,15.0,0.0,1950.0,1950.0,46.915510446999996,8.9879015615,,"{'CARMA': ['CARMA13184'], 'OPSD': ['OEU701']}",3769
2581,Fankel,Hydro,Run-Of-River,PP,Germany,16.4,0.0,1963.0,1963.0,50.123918,7.225915,,"{'CARMA': ['CARMA13125'], 'OPSD': ['BNA1135']}",4611
2582,Faimingen,Hydro,Run-Of-River,PP,Germany,10.1,0.0,1965.0,1965.0,48.558394,10.411764,,"{'CARMA': ['CARMA13013'], 'OPSD': ['BNA1189']}",3492
2583,Deva,Hydro,,PP,Spain,4.9,0.0,,,40.1166667,-1.15,SEDE,"{'CARMA': ['CARMA37434'], 'OPSD': ['OEU3192']}",1706
2584,Diesbach linth,Hydro,Run-Of-River,PP,Switzerland,0.93,0.0,1997.0,1997.0,46.951127756700004,9.0280823347,BFE,"{'CARMA': ['CARMA60856'], 'OPSD': ['OEU706']}",3769
2585,Dießbach,Hydro,Reservoir,PP,Austria,24.0,0.0,,,47.5166667,12.8333333,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA10809'], 'OPSD': ['OEU5826']}",3342
2586,Dilar,Hydro,,PP,Spain,3.65,0.0,1950.0,1950.0,37.072823,-3.601345,SEDE,"{'CARMA': ['CARMA10838'], 'OPSD': ['OEU4676', 'OEU4677']}",1493
2587,Dingolfing,Hydro,Run-Of-River,PP,Germany,15.0,0.0,1957.0,1957.0,48.63404,12.48369,,"{'CARMA': ['CARMA10861'], 'OPSD': ['BNA1129']}",3319
2588,Dionysen,Hydro,Run-Of-River,PP,Austria,16.0,0.0,1949.0,1949.0,47.4166667,15.2833333,https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke,"{'CARMA': ['CARMA10873'], 'OPSD': ['OEU5709']}",3360
2589,Dolgarrog high head,Hydro,,PP,United Kingdom,17.0,0.0,2002.0,2002.0,53.191512,-3.842965,GOV,"{'CARMA': ['CARMA11025'], 'OPSD': ['OEU5182']}",5871
2590,Dolgarrog low head,Hydro,,PP,United Kingdom,15.0,0.0,2002.0,2002.0,53.191512,-3.842965,GOV,"{'CARMA': ['CARMA59305'], 'OPSD': ['OEU5183']}",5871
2591,Hidraulica domeno,Hydro,,PP,Spain,20.4,0.0,2001.0,2001.0,42.675787,-1.239507,SEDE,"{'CARMA': ['CARMA11053', 'CARMA38930'], 'OPSD': ['OEU1609']}",2639
2592,Dona aldonza,Hydro,,PP,Spain,10.4,0.0,1956.0,1956.0,38.01328400000001,-3.370496,SEDE,"{'CARMA': ['CARMA11072'], 'OPSD': ['OEU4681', 'OEU4682']}",1553
2593,Dona jimena,Hydro,,PP,Spain,1.193,0.0,1994.0,1994.0,42.2186,-8.496,SEDE,"{'CARMA': ['CARMA11167'], 'OPSD': ['OEU1856']}",2799
2594,Dornachbrugg,Hydro,Run-Of-River,PP,Switzerland,1.54,0.0,1996.0,1996.0,47.489018495299995,7.6074061543,BFE,"{'CARMA': ['CARMA11169'], 'OPSD': ['OEU502']}",3726
2595,Dorna,Hydro,,PP,Spain,2.68,0.0,1992.0,1992.0,39.1666667,-1.5166667,SEDE,"{'CARMA': ['CARMA25847'], 'OPSD': ['OEU2491']}",1540
2596,Dornau,Hydro,Run-Of-River,PP,Germany,16.6,0.0,1960.0,1960.0,47.8001993,10.9026434,,"{'CARMA': ['CARMA11170'], 'OPSD': ['BNA1251']}",3323
2597,Dortmund,OCGT,Steam Turbine,PP,Germany,26.0,0.0,2004.0,2004.0,51.51973,7.47697,,"{'CARMA': ['CARMA10467'], 'OPSD': ['BNA0202']}",4691
2598,Casso,Hydro,,PP,Spain,0.05,0.0,,,42.6833333,-8.483333300000002,SEDE,"{'CARMA': ['CARMA35459'], 'OPSD': ['OEU2056']}",2876
2599,Douve aigle,Hydro,Run-Of-River,PP,Switzerland,0.46,0.0,2000.0,2000.0,46.3277994563,7.0153186691,,"{'CARMA': ['CARMA59151', 'CARMA59152'], 'OPSD': ['OEU910']}",3698
2600,Drumjohn,Hydro,,PP,United Kingdom,2.0,0.0,1985.0,1985.0,55.248107,-4.327364,GOV,"{'CARMA': ['CARMA11353'], 'OPSD': ['OEU5326']}",5768
2601,Duchally,Hydro,,PP,United Kingdom,0.44,0.0,1959.0,1959.0,58.141289,-4.773841,GOV,"{'CARMA': ['CARMA11401'], 'OPSD': ['OEU5297']}",6245
2602,Dulyn,Hydro,,PP,United Kingdom,0.505,0.0,1998.0,1998.0,53.18977,-3.911098,GOV,"{'CARMA': ['CARMA11444'], 'OPSD': ['OEU5185']}",5759
2603,Dundreggan dam,Hydro,,PP,United Kingdom,0.16,0.0,1957.0,1957.0,57.20235,-4.720629,GOV,"{'CARMA': ['CARMA11464'], 'OPSD': ['OEU5298']}",6245
2604,Dungeness,Nuclear,Steam Turbine,PP,United Kingdom,1050.0,0.0,1983.0,1983.0,50.913842,0.959699,GOV,"{'CARMA': ['CARMA11468'], 'OPSD': ['OEU5131']}",5032
2605,Durcal,Hydro,,PP,Spain,3.8,0.0,1924.0,1924.0,36.9878825984078,-3.5660076141357404,SEDE,"{'CARMA': ['CARMA11509'], 'OPSD': ['OEU4684', 'OEU4685']}",1710
2606,Mt düren,OCGT,Steam Turbine,PP,Germany,14.0,0.0,2011.0,2011.0,50.77284,6.49003,,"{'CARMA': ['CARMA11510'], 'OPSD': ['BNA1131']}",4627
2607,Diablerets,Hydro,Reservoir,PP,Switzerland,5.4,0.0,1957.0,1957.0,46.3530641075,7.1546504486,,"{'CARMA': ['CARMA60796'], 'OPSD': ['OEU907']}",3698
2608,Deuben,Lignite,Steam Turbine,PP,Germany,67.0,0.0,1936.0,1936.0,51.11187,12.07617,,"{'CARMA': ['CARMA10651'], 'OPSD': ['BNA0196']}",4513
2609,Carbonifera ebro ampliada,OCGT,,PP,Spain,1.5,0.0,1999.0,1999.0,41.571567,-0.741276,SEDE,"{'CARMA': ['CARMA37428'], 'OPSD': ['OEU2040']}",2715
2610,Detzem,Hydro,Run-Of-River,PP,Germany,24.0,0.0,1962.0,1962.0,49.810941,6.843882000000002,,"{'CARMA': ['CARMA10649'], 'OPSD': ['BNA0880']}",4787
2611,Complejo industrial coruna,OCGT,,PP,Spain,94.16,0.0,2001.0,2001.0,43.347769,-8.452850999999999,SEDE,"{'CARMA': ['CARMA23671'], 'OPSD': ['OEU5058']}",2809
2612,Coryton,CCGT,CCGT,PP,United Kingdom,800.0,0.0,2001.0,2001.0,51.512381,0.507262,GOV,"{'CARMA': ['CARMA9468'], 'OPSD': ['OEU5198']}",5038
2613,Cottam development centre,CCGT,CCGT,PP,United Kingdom,395.0,0.0,1999.0,1999.0,53.303711,-0.778882,GOV,"{'CARMA': ['CARMA9524'], 'OPSD': ['OEU5349']}",5746
2614,Cottbus,Lignite,Steam Turbine,CHP,Germany,74.0,0.0,1999.0,1999.0,51.76017,14.37004,,"{'CARMA': ['CARMA9525'], 'OPSD': ['BNA0183']}",4540
2615,Nuestra senora covadonga,OCGT,,PP,Spain,6.06,0.0,,,43.3081917989489,-5.05491256713867,SEDE,"{'CARMA': ['CARMA9557'], 'OPSD': ['OEU2761']}",2618
2616,Crevillentina aie,Oil,,PP,Spain,9.293,0.0,1998.0,1998.0,38.249945,-0.8097479999999999,SEDE,"{'CARMA': ['CARMA59591'], 'OPSD': ['OEU3156']}",1592
2617,Cristobal,Hydro,,PP,Spain,12.36,0.0,1956.0,1956.0,42.25,-7.3833332999999985,SEDE,"{'CARMA': ['CARMA39105'], 'OPSD': ['OEU4453', 'OEU4452']}",2815
2618,Fabrica piensos cuarte,OCGT,,PP,Spain,3.24,0.0,1999.0,1999.0,42.11766,-0.470792,SEDE,"{'CARMA': ['CARMA9783'], 'OPSD': ['OEU3311']}",2718
2619,Cueva,Hydro,,PP,Spain,1.35,0.0,,,41.8514063286201,0.294334888458252,SEDE,"{'CARMA': ['CARMA23679'], 'OPSD': ['OEU2949']}",2527
2620,Cuijk,Hard Coal,Steam Turbine,PP,Netherlands,25.0,0.0,,,51.75381,5.8528,Tennet_Q4,"{'CARMA': ['CARMA9816'], 'OPSD': ['OEU6']}",4837
2621,Culligran,Hydro,,PP,United Kingdom,19.1,0.0,1962.0,1962.0,57.425697,-4.7019660000000005,GOV,"{'CARMA': ['CARMA9829'], 'OPSD': ['OEU5222', 'OEU5223']}",6245
2622,Croesor,Hydro,,PP,United Kingdom,0.505,0.0,1999.0,1999.0,52.984633,-4.032915,GOV,"{'CARMA': ['CARMA9696'], 'OPSD': ['OEU5180']}",5759
2623,Cwm dyli,Hydro,,PP,United Kingdom,10.0,0.0,2002.0,2002.0,53.066247,-4.011430000000002,GOV,"{'CARMA': ['CARMA9922'], 'OPSD': ['OEU5181']}",5759
2624,Dallenwil,Hydro,Run-Of-River,PP,Switzerland,17.75,0.0,1987.0,1987.0,46.9116636808,8.3936088748,BFE,"{'CARMA': ['CARMA10102'], 'OPSD': ['OEU664']}",3731
2625,Damhead creek,CCGT,CCGT,PP,United Kingdom,805.0,0.0,2000.0,2000.0,51.425215,0.601233,GOV,"{'CARMA': ['CARMA10134'], 'OPSD': ['OEU5334']}",5038
2626,Dapsa,OCGT,,PP,Spain,3.06,0.0,2000.0,2000.0,37.337906,-5.839506,SEDE,"{'CARMA': ['CARMA10197'], 'OPSD': ['OEU1768']}",1791
2627,Gtkw darmstadt,CCGT,CCGT,PP,Germany,94.6,0.0,2013.0,2013.0,49.884879,8.650067,,"{'CARMA': ['CARMA4389', 'CARMA10243', 'CARMA10245'], 'OPSD': ['BNA1487']}",4717
2628,Deanie,Hydro,,PP,United Kingdom,38.0,0.0,1963.0,1963.0,57.408844,-4.992706,GOV,"{'CARMA': ['CARMA10389'], 'OPSD': ['OEU5224']}",6245
2629,Deeside,CCGT,CCGT,PP,United Kingdom,515.0,0.0,1994.0,1994.0,53.233273,-3.0534950000000003,GOV,"{'CARMA': ['CARMA10450'], 'OPSD': ['OEU5163']}",5762
2630,Dernier,Hydro,Reservoir,PP,Switzerland,28.0,0.0,1988.0,1988.0,46.7020995589,6.3499375448,BFE,"{'CARMA': ['CARMA23685'], 'OPSD': ['OEU577']}",3690
2631,Dessau,Lignite,Steam Turbine,PP,Germany,49.0,0.0,1996.0,1996.0,51.82685,12.23003,,"{'CARMA': ['CARMA10629'], 'OPSD': ['BNA0194']}",4529
2632,Dessau,Hydro,Run-Of-River,PP,Germany,10.3,0.0,1967.0,1967.0,47.739292,10.825702,,"{'CARMA': ['CARMA10630'], 'OPSD': ['BNA1118']}",3323
2633,Dettingen,Hydro,Run-Of-River,PP,Germany,11.0,0.0,1927.0,1927.0,48.527536,9.3488325,,"{'CARMA': ['CARMA10646'], 'OPSD': ['BNA1126']}",3480
2634,Earlstoun,Hydro,,PP,United Kingdom,14.0,0.0,1936.0,1936.0,55.11209399999999,-4.174467,GOV,"{'CARMA': ['CARMA11617'], 'OPSD': ['OEU5327']}",5768
2635,Ecay,Hydro,,PP,Spain,0.652,0.0,,,42.9,-1.8666667,SEDE,"{'CARMA': ['CARMA11737'], 'OPSD': ['OEU2154']}",2687
2636,Fabrica nova,Hydro,,PP,Spain,0.095,0.0,,,43.0666667,-8.1,SEDE,"{'CARMA': ['CARMA12987'], 'OPSD': ['OEU2370']}",2819
2637,Engeweiher,Hydro,Pumped Storage With Natural Inflow,Store,Switzerland,5.0,0.0,1993.0,1993.0,47.6934840779,8.6304355531,,"{'CARMA': ['CARMA12482'], 'OPSD': ['OEU439']}",3784
2638,Engstlige,Hydro,Run-Of-River,PP,Switzerland,0.5,0.0,1996.0,1996.0,46.5068875836,7.582734130399999,BFE,"{'CARMA': ['CARMA60806'], 'OPSD': ['OEU538']}",3704
2639,Enkirch,Hydro,Run-Of-River,PP,Germany,18.4,0.0,1966.0,1966.0,49.97667,7.127777,,"{'CARMA': ['CARMA12501'], 'OPSD': ['BNA1137']}",4611
